God names,WtbD(Words to be defined)
,"pellagra(disease)(added as a replacement for an alternate line concerning lepers-base word is musjar)  𒈲𒃻𒋢(𒊏) (mušŋar-ku/mušŋar-ku(š)ra )possible logographic meaning, logographically composed of the signs:𒈲𒃻 (mušŋar) ""a skin disease, dandruff?""/𒈲muš ""snake""-𒃻ŋar ""to put, place, lay down; to place on, put on; to encrust, mount with; to give in place of something, replace; to plate; to posit (math.); to supply; to remove; to put aside, discard; to settle, fall (as the opposite of zig ⟦rise⟧)""-𒋢kuš ""devastation, skin, hide; leather; body; person; bark""-𒊏ra/raḫ₂ ""to beat, kill; to strike; to break, crush; to flood; to thresh (grain with a flail); to impress (a seal); to be impressed (of documents); to drive (two or more animals); to be lined; to line; to impress; to cry out, a disease"""
,"leper 𒇽𒅖𒊒𒁀 (lusaharšuba) possible logographic meaning, logographically composed of the signs:𒇽 lu₂ ""person; man; who, which; of; ruler, (to be) abundant; to heap up, to disturb, stir up, muddy; to cover completely; to mix""-𒅖saḫar ""frost; terror, soil, earth; dust, dirt""-𒊒 šub ""to fall; to drop, lay (down), abandon; to fell; to throw, cast out; to thresh (grain); to make an accusation of; to inlay; (to be) infected (with something); to leave; to make fall; to escape, to rub; to suck; to coat""-𒁀 ba ""to allot; to divide into shares, share, halve; to present; allotment, share, a garment"""
,"pappardilu-stone 𒌓𒁹/𒌓𒀸(babbardili) logographic meaning: ""single-striped, a qualification of agate"", logographically composed of the signs:𒌓 babbar ""(to be) white""- 𒀸 dili ""(to be) single, unique, sole; (to be) alone; a plant""/𒁹 diš ""one; ditto"""
,"gudapsu-priests 𒄴𒈨𒍪𒀊 (gudugabzuk)(akk. variant)/guda-priests 𒄴𒈨/𒄴𒄴 (gudug) possible logographic meaning: ""a type of priest; a fish"""", logographically composed of the signs:𒄴 eḫ ""insect(s), bug(s); moth, louse, flea; head-louse; to have lice""-𒈨 me ""to wash, refine, desire; sexual power, virility, Being, divine properties enabling cosmic activity, rites; (cultic) ordinance; office; prayer, battle; combat, heaven, silence, stiffness""-𒍪 zu ""to know, learn; to make known, teach, a building material, tooth; barb; tine; blade; bite; ivory""-𒀊 ab ""window, window opening; roof vent; specification of a mash-tub, cow, sea"""
,
,"Etana 𒂊𒋫𒈾/𒀭𒂊𒁕𒈾  possible logographic meaning, logographically composed of the signs: 𒂊 e ""barley?, house; temple; estate, household; house-lot; room; container, box; station (of the moon)?; cabin, a vocative interjection, princely?""/ eg₂ ""levee, dyke""-𒋫 ta ""what?""(OB and up),(place) from, out of,(time) from, since,(instrumental) with, by means of,(causal) thanks to, because of, (meaning unclear)""-𒈾 na ""(compound verb nominal element)"""
,"Mt. Mashu 𒆳𒈦  possible logographic meaning, logographically composed of the signs:𒈦 maš (akk. mašu) ""twin"""
,"abashmu-stone (ab3-asz-mu) 𒀜𒀸𒈬 a greenish precious stone  possible logographic meaning, logographically composed of the signs:𒀜 ad (adda/ akk. abu) ""father""-𒀸 aš (var. of dili) ""one""-𒈬 mu ""to grow; to grow (something); to light up, incantation, spell, manly; young man, name; son; line of text; because of, noise, sound; to make a sound, year"""
,"Shiduri 𒀭𒋛𒁺𒊑 (d-SI-du-ri) possible logographic meaning, logographically composed of the signs:𒋛 si  ""(compound verb nominal element), to fill, load up; to draw water; to brew beer; to occupy, to fill, load up; to draw water; to brew beer; to occupy, light, to remember""-𒁺 du ""to go, imperfect singular stem of ŋen⟦to go⟧; to set out; to come, to build, make; to do, perform; to plait?, (to be) perfect; to perfect, make perfect; to complete, to play (a musical instrument); to sing""-𒊑 ri ""(to be) distant, ""to lay down, cast, place; to set in place, imbue; to lean on; to impose; to throw down; to release, let go; to walk along; to pour out; to lead away; to ride; to walk along"""""
,"Ur-shanabi 𒌨𒊭𒈾𒉿/𒌨𒑛 (Ur-šanabi ) possible logographic meaning: (akk. translated as Amēl-Ea (Man/Servant of Ea), Amelu= Ur ""man- Ea= 𒐏 šanabi₂/ 40 ), ""Servant of 2/3rds(Gilgamesh)"", logographically composed of the signs: 𒌨 Ur ""dog; lion; sfigurine, toy, to drag; to go along; to wipe clean, erase; to beat, sweep away; to raise a boat; to flatten; to make baked bricks; to plaster, to spread; to postpone; to hold onto, enemy; hostile, he, one; that, this same; corresponding (to one another); like (one another); thus; together, man, to pluck; to harvest; to gather, collect; gather, root, trunk; base; limb, limbs; legs (of a table); loin, lap; (unknown meaning), female servant""- 𒑛/𒊭𒈾𒉿 šanabi/ša-na-bi₃ ""two-thirds"""
,"Puzur-Enlil 𒅤𒊭𒀭𒂗𒆤  possible logographic meaning, logographically composed of the signs: 𒅤𒊭 puzur₄ ""secret; protection, aegis, shadow, shelter, to call"""
,
,"nindingir-priestesses (alt read: erešdiŋir  ) 𒎏𒀭  possible logographic meaning: ""A type of female priest"", logographically composed of the signs:𒎏 ereš ""lady, queen; a quality designation; a priestess"" -𒀭diŋir ""deity, god, goddess; personal god"""
,"lukur-priestess 𒊩𒈨  logographic meaning: ""a priestess; (junior) wife of a deified king"", logographically composed of the signs:𒊩𒈨 Lukur"
,
,
,"E-sikil 𒂍𒂖  possible logographic meaning, logographically composed of the signs: 	𒂖 sikil ""(to be) pure; to purify, clean, (compound verb nominal element)"""
,"Azupiranu 𒌑𒄯𒊕𒊬 /𒄯𒊕𒊬 (azugna/ Akk. azupīru.)  possible logographic meaning: ""City of Saffron"" , logographically composed of the signs: ""a vegetable; saffron"""
,"La'ibum 𒆷𒄿𒁍𒌝  possible logographic meaning, logographically composed of the signs: 𒆷 la ""to hang, balance, suspend; (to be) suspended; to weigh, weigh (out), pay; to carry; to supervise, check; to show, display; to bind; binding, (yoke-)team; to press, throttle; to winnow (grain), plural stem of tum ⟦bring⟧; plunder; to bring""-𒄿i  ""(vocative exclamation), hey!; to cry; to praise, oil, butter; container for oil""-𒁍bu ""to howl; to flit""-𒌝um ""a water bird, reed rope"""
,"Akki 𒀀𒃰𒋺𒋛 (Akkil)/  possible logographic meaning, logographically composed of the signs:𒃰𒋺𒋛 akkil ""noise, cry, clamor, uproar; battle cry; lamentation; alarm, warning""-𒀀 a ""water; watercourse; semen, sperm; progeny; flood; son""-𒃰 gada ""flax; linen""- 𒋺 kid₂ ""to break off, pinch off,to cut or fell, a reed mat or woven object""/ taka₄ ""to set aside, leave behind, abandon, reject; to divorce; to save, keep back, hold back; to reject; to draw up; remainder; to leave fallow?; to abandon, (compound verb nominal element)""-𒋛 si ""horn; finger; fret; bow, prow; protuberance, point; sprout; part of the moon, light,(compound verb nominal element), to fill, load up; to draw water; to brew beer; to occupy,to remember,Alternative form of 𒋧 (sig₁₀ /⁠sig⁠/)"""
,"Belic-tikal 𒁹𒁁𒉌𒅖𒋾𒃲(Belištikal)  possible logographic meaning, logographically composed of the signs:𒁹m ""determinative/used before (mainly) masculine personal names,marker for beginning sentences and paragraphs,repetition marker""-𒁁be ""to diminish, reduce; to deduct, remove; to withdraw, receive (as an allotment)""-𒉌li₂ ""to press (oil), (assyr.)oil; fat; cream""-𒅖iš ""mountain; sand dune""/isiš ""tears; laughter; wailing, lamentation, sorrow; to whisper""-𒋾ti ""arrow, rib; side, a type of cloth or style of manufacturing cloth""-𒃲kal₂ ""see gal"""
,"nindan 𒃻(og)/𒃻𒁺(most likely used)  possible logographic meaning: ""pole; a unit of length"", logographically composed of the signs:"
,"Lugal-zage-si 𒈗𒍠𒄀𒋛 (Lugalzagesi) possible logographic meaning, logographically composed of the signs: 𒈗lugal ""king; lord; owner; master""-𒍠zag ""a measure of fish, nose-rope, leading rope, side; arm, shoulder; right side, the right; limit, border, boundary, district; shrine, sanctuary""-𒄀ge/gi₄ ""blow; wound; stroke of the stylus; (piece of) writing, copy, exemplar, written""-𒋛 si ""horn; finger; fret; bow, prow; protuberance, point; sprout; part of the moon, light,(compound verb nominal element), to fill, load up; to draw water; to brew beer; to occupy,to remember,Alternative form of 𒋧 (sig₁₀ /⁠sig⁠/)"""
,"Sargon 𒊬𒌝𒄀/𒊬𒊒𒆠𒅔  possible logographic meaning, logographically composed of the signs: 𒊬šar-𒌝um-𒄀gi/𒊬šar-𒊒ru-𒆠ki-in𒅔"
,"Dur-ilu 𒄙𒀭𒆠/𒄙𒄿𒇻𒆠(Dur-ilu-ki) possible logographic meaning: a city near the elamite/assyrian border, distinct from Duranki, logographically composed of the signs: 𒄙 dur ""binding, knot, bond, tie; umbilical cord; rope; band, buttocks, rump; defile, cleft; root; bottom, stand""-𒀭 ilu (akk) ""god""/𒄿𒇻 ""a lament; a joyful song; oh!; song""- 𒆠 ki  ""place; ground, earth; underworld; land, country; lower, down below; toward"""
,
,"Marhaci 𒈥𒄩𒅆𒆠 (Marhaši) possible logographic meaning, logographically composed of the signs: 𒈥mar""to place, put; to tear out?; to establish; to recite; to set to, hurry, wagon; chariot?, louse; parasite; worm, a profession, shovel, spade, to smear, to winnow (with a shovel),a form of processed grain?""-𒄩ḫa ""a qualification of ghee, unkwon meaning""-𒅆ši ""life; throat""-𒆠ki"
,"al-jar-sur instruments 𒄑𒀠𒃻𒋪/𒄑𒀠𒃻𒋩(alŋarsur)  logographic meaning: ""drumstick"", logographically composed of the signs: 𒄑ŋeš-𒀠al ""(compound verb nominal element), hoe, pickax; hoeing""-𒃻ŋar ""to put, place, lay down; to place on, put on; to encrust, mount with; to give in place of something, replace; to plate; to posit (math.); to supply; to remove; to put aside, discard; to settle, fall (as the opposite of zig ⟦rise⟧)""-𒋪sur₉""""meaning unknown""/ surru ""a priest""/𒄑𒋪 sur ""plectrum?; a musical instrument?""""/𒄑ŋeš-𒀠al-𒃻ŋar-𒋩sur ""canal, ditch; foundation pit of a building; (burial) pit, a bread, middle, half; a half bread; one each; two each, to harness, tie, tie up; to suspend, be suspended; harness team (of draft animals or workers); member of a team, team-worker, to press, squeeze; to flash; to drip; to rain; to milk; to sift; to clean (clothes); to break, (to be) separate; (to be) distant, to smile, to spin; to twist, braid; to slither"""
,"zam-zam instruments 𒍝𒄠𒍝𒄠 logographic meaning: ""a musical instrument; a type of song"", logographically composed of the signs: 𒍝 za ""bead; (precious) stone, gem, to close?, (compound verb verbal element), man""-𒄠am ""wild bull"""
,"Naram-Suen 𒀀𒇉𒈾𒊏𒄠𒀭𒂗𒍪  (Naram-Sin) possible logographic meaning, logographically composed of the signs:𒀀𒇉id₂ ""river, watercourse, canal""-𒈾na ""stone; pit; seal; stone weight, pestle; mortar, man, a box""-𒊏ra ""to beat, kill; to strike; to break, crush; to flood; to thresh (grain with a flail); to impress (a seal); to be impressed (of documents); to drive (two or more animals); to be lined; to line; to impress; to cry out, a disease""-𒄠am ""wild bull""-𒀭dingir-𒂗𒍪suen"
,"Gu-edina 𒄘𒂔𒈾(Guedinak)  possible logographic meaning, logographically composed of the signs: 𒄘 gu₂ ""entirety, sum, total, pulse, bean, neck; bank, side; part of an irrigation device; necklace; responsibility; part of a lance; bank; land, cord, net; unretted flax stalks; bundle; threadvoice, cry, noise""-𒂔 edin ""back, upper side, plain, steppe, open country""-𒈾 na ""stone; pit; seal; stone weight, pestle; mortar, man, a box, (compound verb nominal element)"""
,"aga-silig axe 𒍏𒂇𒍂/𒂇𒍂 (agasilig) possible logographic meaning, logographically composed of the signs: 𒍏 urud ""copper""-𒍏𒂇/𒂇 aga ""an ax""-silig ""an ax, to cease, (cupped) hand, (to be) mighty, majestic"""
,"Gubin mountains 𒄖𒁉𒅔𒆠/𒄘𒁉𒈾 possible logographic meaning, logographically composed of the signs:𒄖 gu ""cord, net; unretted flax stalks; bundle; thread, to eat, consume; to steep; to have the usufruct of; to erode; to feed; food, neck; bank, side; part of an irrigation device; necklace; responsibility; part of a lance; bank; land, pulse, bean, voice, cry, noise""-𒁉bi""one, he, its, this""-𒅔in ""abuse, insult, (compound verb nominal element), sector"" -𒆠ki/𒄘gu₂-𒁉bi-𒈾na"
,"Gutians/Gutium 𒄖𒋾𒌝𒆠/𒄖𒋾𒌝  possible logographic meaning, logographically composed of the signs:𒄖gu-𒋾ti-𒌝um-ki𒆠"
,"mac-gu-rum plant 𒄑𒈦𒃵/𒄑𒈦𒃵𒊬 (mašgurum) possible logographic meaning, logographically composed of the signs:𒄑ŋeš-𒈦maš""border, boundary, goat; sacrificial animal for omens; extispicy, interest (on a loan); an irrigation tax; fee, twin""/𒄑𒈦 ""a part of a wagon, part of a wheel""-𒃵 gurum ""to bend, curve, wrap around; to bow, bend over; to make bow; to roll up; to curb, restrain; to watch over; tendril; to kill; to tire, dwelling, (circular) rim, vulva""-𒊬 sar ""garden; a unit of area; a unit of volume, to run, hasten; to make run; to chase away, to sharpen, to smoke, to write"""
,
,
,"u-ku-ku bird 𒅇𒆭𒆭𒄷/𒅇𒆪𒆪𒄷  (ukuku) possible logographic meaning, logographically composed of the signs:𒅇 u₃ ""admiration, and; but; also, a type of land; spoil bank, causeway, bund; earth pile, to ride; an attachment to a plow or harrow; upper pivot of a door; ship's cabin; to gain control; to sail a ship; to alloy (of metals)?; (to be) high; (to be) great""-𒆪ku/𒆭ku₄/𒆭𒆭 ""to place, lay (down), lay (eggs); to spread, discharge, hole, to strengthen"""
,
,tawalla - hurrian etymology
,"parisu 𒉺𒊕𒌑(pa-riš-u) -The silver equivalent is calculated on the basis of the probable rate of exchange of 4 PARISU of barley for [1 ⁄2 shekel] of silver
"
,"Mēgi (possible etymology me-ek-ki-iš/mekki-much, many, numerous        meekkiiš)"
,"Zazalla  (possible etymology za-aḫ-ḫa-i/zāḫḫai battle zaaḫḫai from Neo assyrian 𒍝𒄩𒀾 zahaš [difficulty]/ zah-(hittite)) : to strike./or zazhi- = zashi- ""dream""  ) possible meaning: Warcheif or Dream interpreter"
,"Purra of the Ikinkalis/Ikinkal  (possible etymology 𒁍𒌔𒊒𒌝(puhrum [ASSEMBLY]))possible etymology 𒅆𒉏 (iginim [LAND]""upper land; north side"")        𒅎𒆗 im-kal/𒅎𒂷𒇷 im-ŋa₂-li(kali [CLAY])/or 𒅗𒈜(kallu [BOWL] )((uruI-ki-in-kal-li-(i-)is))(Akk. I-gaka-li-is; Hitt. I-ka-ka-li)(𒉌(𒂵𒂵gaga/kaka)(𒂵𒆒gaki/gaka(d))𒇷𒅖);"
,"Kumme/Kummiya  𒄣𒎌𒄿𒀀/𒄣𒈨 possible logographic meaning, logographically composed of the signs:"
,"Pazzanikarri 𒉺𒊍𒍝𒀭𒉈𒃼𒊑 pa-az-za-an-ne-gar-re possible logographic meaning, logographically composed of the signs:"
,"parìššān 𒉺𒊑𒊭𒀭 pa-riš-ša-an/𒉺𒊑𒌑 pa-riš-šam(mum) possible logographic meaning, logographically composed of the signs:"
,
,"Inab 𒉌𒈾𒀊𒆠  possible logographic meaning, logographically composed of the signs: 𒉌i₃ ""oil, butter; container for oil""-𒈾na ""stone; pit; seal; stone weight, pestle; mortar, man, a box""-𒀊ab ""cow, sea, window, window opening; roof vent; specification of a mash-tub""-𒆠ki"
,"Kiritab 𒋃𒋰/ 𒋃𒋰𒆠 (Kiritaba) possible logographic meaning, logographically composed of the signs: 𒋃kiri₈ (saŋŋa -""an official, the chief administrator of a temple household; overseer of craftsman?"")/(lag -""clod (of earth), lump"" [Akk. kirbānu])/(šid -""to count; to deliver; to recite, to read; count(ing); number; half (shares)"")/(šudum -""reckoning, warp"")/(silaŋ -""to knead, a body part, a seed funnel"")/(bisaŋ₂ -""basket; frame; box; downspout"")-tab ""to begin, to burn, fire; to dye (red); to brand, mark, to double; to repeat; to be double strength; to twine; to pair; to block, to flatten, to grasp""-ki"
